科名,family_c,學名,主要中名,refsource之第一筆,參考連結之第一筆
Sphingidae,天蛾科,Marumba gaschkewitschii gressitti,桃六點天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 200,#https://www.facebook.com/photo.php?fbid=464291523655135&set=oa.459494137476670&type=3&theater#
Sphingidae,天蛾科,Marumba sperchius horiana,栗六點天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 204,#https://www.facebook.com/photo.php?fbid=686351551436663&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Meganoton analis gressitti,粗斜紋天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 180,#https://www.facebook.com/photo.php?fbid=862436377105564&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Neogurelca himachala sangaica,三角凹緣天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=572509502848302&set=pcb.648541528571929&type=1&theater#
Sphingidae,天蛾科,Neogurelca hyas,凹緣天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=407595582614403&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Parum colligata,構月天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 209,#https://www.facebook.com/photo.php?fbid=790000894365213&set=gm.787585684586992&type=1#
Sphingidae,天蛾科,Pergesa actea,斜綠天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 274,#https://www.facebook.com/photo.php?fbid=794286353924636&set=o.458912734201477&type=3&theater#
Sphingidae,天蛾科,Polyptychus chinensis,三線天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 199,#https://www.facebook.com/photo.php?fbid=777623905590481&set=gm.651709298255152&type=1&theater#
Sphingidae,天蛾科,Psilogramma increta,霜降天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 181,#http://www.flickr.com/photos/hkguu/4589265008/in/set-72157622169894055#
Sphingidae,天蛾科,Psilogramma menephron,霜天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=656309307756841&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Rhagastis binoculata,雙斑白肩天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 280,#https://www.facebook.com/photo.php?fbid=638558586228427&set=oa.585519974874085&type=3&theater#
Sphingidae,天蛾科,Rhagastis mongoliana,蒙古白肩天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 277,#https://www.facebook.com/photo.php?fbid=885853524764295&set=oa.462151650544252&type=3&theater#
Sphingidae,天蛾科,Theretra clotho,斜紋天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 265,#https://www.facebook.com/photo.php?fbid=256829051126098&set=oa.465717243521026&type=3&theater#
Sphingidae,天蛾科,Theretra latreillii lucasii,直翅斜紋天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=408256032548358&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Theretra nessus,綠背斜紋天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 263,#https://www.facebook.com/photo.php?fbid=463864450426267&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Theretra oldenlandiae oldenlandiae,雙斜紋天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=472154862801189&set=o.177883715557195&type=1&theater#
Thyrididae,網蛾科,Pyrinioides sinuosus,金盞窗蛾,Waiting for collect ;  Page : ,#http://www.facebook.com/photo.php?fbid=10150891333024525&set=o.177883715557195&type=1&ref=nf#
Thyrididae,網蛾科,Sonagara strigipennis,岔紋窗蛾,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 225,#https://www.facebook.com/photo.php?fbid=458859264201611&set=oa.458927214200029&type=3&theater#
Tineidae,蕈蛾科,Machaeropteris petalacma,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 37,#https://www.facebook.com/photo.php?fbid=10150801687699525&set=o.177883715557195&type=3&theater#
Tineidae,蕈蛾科,Monopis monochella,,,#https://www.facebook.com/photo.php?fbid=465419983545539&set=oa.458927214200029&type=3&theater#
Tineidae,蕈蛾科,Tinea pellionella,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 50,#https://www.facebook.com/photo.php?fbid=584913074866735&set=gm.603495479662681&type=1#
Tortricidae,捲蛾科,Adoxophyes privatana,,,#https://www.facebook.com/photo.php?fbid=243610192448286&set=o.177883715557195&type=1&permPage=1#
Tortricidae,捲蛾科,Cryptophlebia relpetana,,,#https://www.facebook.com/photo.php?fbid=4989410052430&set=oa.465470320212385&type=3&theater#
Tortricidae,捲蛾科,Homona magnanima,,,#https://www.facebook.com/photo.php?fbid=886983644652115&set=o.177883715557195&type=1&permPage=1#
Uraniidae,燕蛾科,Acropteris leptaliata,微點燕蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=555157331272859&set=o.458912734201477&type=3&theater#
Uraniidae,燕蛾科,Chundana emarginata,,,#https://www.facebook.com/photo.php?fbid=461359650618239&set=oa.461679043924846&type=3&theater#
Uraniidae,燕蛾科,Dysaethria cretacea,,,#https://www.facebook.com/photo.php?fbid=152785961513091&set=o.177883715557195&type=1&theater#
Uraniidae,燕蛾科,Dysaethria flavistriga,黃紋雙尾蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=331689290289423&set=oa.589852744440808&type=3&theater#
Uraniidae,燕蛾科,Lyssa zampa,大黑燕蛾,認識台灣的昆蟲 17 蛾類增補篇 ;  Page : 157,#http://www.facebook.com/photo.php?fbid=2084142139547&set=o.177883715557195&type=1&ref=nf#
Uraniidae,燕蛾科,Micronia aculeata,一點燕蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=10152420229449525&set=o.177883715557195&type=1&permPage=1#
Uraniidae,燕蛾科,Oroplema plagifera,,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=463137893770498&set=oa.459494137476670&type=3&theater#
Uraniidae,燕蛾科,Phazaca kosemponicola,甲仙雙尾蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=10201995680682338&set=o.458912734201477&type=3&theater#
Uraniidae,燕蛾科,Pseudomicronia advocataria,,,#http://www.facebook.com/photo.php?fbid=3212677596092&set=o.177883715557195&type=1&ref=nf#
Uraniidae,燕蛾科,Pterotosoma castanea,暗帶雙尾蛾,認識台灣的昆蟲 17 蛾類增補篇 ;  Page : ,#https://www.facebook.com/photo.php?fbid=463115827106038&set=oa.459494137476670&type=3&theater#
Uraniidae,燕蛾科,Warreniplema fumicosta,,,#https://www.facebook.com/photo.php?fbid=489954007685405&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Agalope trimacula,,,#https://www.facebook.com/photo.php?fbid=724544267588222&set=gm.651773998248682&type=1&theater#
Zygaenidae,斑蛾科,Arbudas leno,,,
Zygaenidae,斑蛾科,Artona hainana,海南禾斑蛾,認識台灣的昆蟲 12 斑蛾和其他一些白天活動的蛾類 ;  Page : ,#https://www.facebook.com/photo.php?fbid=3322979353567&set=o.177883715557195&type=1&theater#
Zygaenidae,斑蛾科,Balataea taiwana,,,#https://www.facebook.com/photo.php?fbid=804571839566810&set=o.458912734201477&type=3&theater#
Zygaenidae,斑蛾科,Chalcosia diana,,,#https://www.facebook.com/photo.php?fbid=4191515483440&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Chalcosia formosana contradicta,,,#https://www.facebook.com/photo.php?fbid=399855493386957&set=o.177883715557195&type=3&theater#
Zygaenidae,斑蛾科,Chalcosia thaivana owadai,,,#https://www.facebook.com/photo.php?fbid=475658095785007&set=o.177883715557195&type=3&theater#
Zygaenidae,斑蛾科,Chalcosia thaivana thaivana,,,#https://www.facebook.com/photo.php?fbid=922112231135971&set=o.458912734201477&type=3&theater#
Zygaenidae,斑蛾科,Clelea formosana,蓬萊藍紋斑蛾,認識台灣的昆蟲 12 斑蛾和其他一些白天活動的蛾類 ;  Page : ,#https://www.facebook.com/photo.php?fbid=452473188180181&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Erasmia pulchella hobsoni,雙星錦斑蛾,認識台灣的昆蟲 12 斑蛾和其他一些白天活動的蛾類 ;  Page : 34,#https://www.facebook.com/photo.php?fbid=542094869245772&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Erasmiphlebohecta picturata,,,#http://www.facebook.com/photo.php?fbid=3332908961801&set=o.177883715557195&type=1&ref=nf#
Zygaenidae,斑蛾科,Eterusia aedea formosana,茶斑蛾,認識台灣的昆蟲 12 斑蛾和其他一些白天活動的蛾類 ;  Page : 39,#https://www.facebook.com/photo.php?fbid=662229100469705&set=oa.468156699943747&type=3&theater#
Zygaenidae,斑蛾科,Eterusia taiwana,臺灣茶斑蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=381442018561107&set=o.177883715557195&type=3&theater#
Zygaenidae,斑蛾科,Formozygaena shibatai,,,#https://www.facebook.com/photo.php?fbid=4157448810682&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Gynautocera rubriscutellata,紅腹長翅螢斑蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=863240373693109&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Histia flabellicornis ultima,重陽木螢斑蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=442012375816858&set=o.177883715557195&type=1&theater#
Zygaenidae,斑蛾科,Hysteroscene extravagans,,,#https://www.facebook.com/photo.php?fbid=1456627957919463&set=o.177883715557195&type=1&theater#
Zygaenidae,斑蛾科,Illiberis horni,,,#https://www.facebook.com/photo.php?fbid=863241097026370&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Illiberis phacusana,,,#https://www.facebook.com/photo.php?fbid=464768260206159&set=o.177883715557195&type=1&theater#
Zygaenidae,斑蛾科,Pidorus atratus,,,#https://www.facebook.com/photo.php?fbid=824033327624312&set=o.177883715557195&type=1&permPage=1#
Zygaenidae,斑蛾科,Rhodopsona marginata,,,#https://www.facebook.com/photo.php?fbid=2728237983649&set=o.177883715557195&type=1&theater#
Zygaenidae,斑蛾科,Soritia strandi,史氏狹翅螢斑蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=418910218132418&set=o.177883715557195&type=3&theater#
